tweetid,userid,class,type,form,teasing,author_role,emotion,tweettext
99809973218983936,114102982,n,,,,,,"if i suspect my kids is being bullied,i will take a day off work&park outside the school to watch for my damn self so i know who ass to kick"
100031356721053696,50707064,y,denial,other,y,bully,none,"@neiltyson @BillMaher Cool! nTyson on 2 podcasts nxt wk! Don't let bill bully you, just cuz he's got a throne in the middle."
99739611458310144,152165997,y,self-disclosure,other,n,victim,sadness,Bad call: Telstra accused of bullying over non-payments | News.com.au http://t.co/WOd8pt1
99932713246654465,318566819,n,,,,,,"@ChooseFamilia HSUAHUSHAUIHSUAIHSUAHUi tu naõ vale nada Dri kkkk fazem sim, você todas fazem bullying com ele kkk"
100064909630517248,36868821,y,self-disclosure,other,n,victim,none,by nightmarish visions and is bullied by the student Eom Ji-yun (Choi Ah-jin). Eun-su finds it difficult to get respect in the classroom and
99938617971064833,280300025,n,,,,,,WOW! Now Ed Sheeran @edsheeran joins in to bully Cher Lloyd - #SadTimes http://t.co/s21Fk6t
99825228447875073,289532143,n,,,,,,im bullyed :(
99901331678052352,26548760,n,,,,,,I den raised my son @ShawnCollins30 to be a bully..so watch out bitches
99906885305638912,287746887,n,,,,,,band singing wully bully for some party across the street right now at the park. and blowing it. seriously?
99916802527739904,317280749,n,,,,,,@NightSkies_ you say can let me bully right! :@
99978692037578754,318859238,y,report,cyberbullying,n,reporter,none,y @cesarockers me hace hiper bullying!! :(
99957926474686464,321486596,n,,,,,,"Photo: › Bullying: O gesto mais idiota, estúpido e irracional que um ser humano pode praticar. http://tumblr.com/xt33xp82h5"
99895444829777921,37791812,y,report,other,n,reporter,none,"BE A Buddy , NOT A Bully"
99915050894114816,264312429,n,,,,,,"@Soledad_OBrien Ck us out www.hbhliveapparel.com Sending out a positive messg ""Live"" Health Awareness, stop, gang, drug abuse, bullying ect"
99855002872463360,181373113,n,,,,,,I wonder if any of the administration/ counselors at Phillies High will be addressing the students about bullying and fighting.  Detentions?
99941381002375169,321486596,n,,,,,,@AlitaMillanir famosilla!!! por el talento del bullying!!!
99918175197609984,259332713,n,,,,,,happy Bornday @NIkiElaInEiNc aka Bully enjot to the fullest
99875325537824768,290335723,n,,,,,,"@gabrielfurlan kkkkkkk to em uma campanha com as meninas, quando for falar merda, pensa e fica "" Ñ VOU FAZER BULLYING, Ñ VOU FAZER BULLYING"""
99931845931708416,267844733,n,,,,,,Ariana's first play date.... Bullying already... Stealing people's socks!! Hahahaha! #babies  http://instagr.am/p/Jf0IA/
99969791305068544,25380210,n,,,,,,8/3 Half-Brother Testifies McInerney Molested As Child http://t.co/GlcBTGs #Gay #GLBT #LGBT #Bullying #Murder #BrandonMcInerney #LarryKing
100030465188179968,323992996,y,self-disclosure,other,n,victim,none,Quem mais sofre bullying: - › ( ) Loiras burras. › › ( ) Nerds. › › (X) O número “24” da chamada. › ›... http://tumblr.com/xye3xiwwt7
99918329355051008,30305355,n,,,,,,"@egagega kan ega mau bully gue lagi, puasa ga puasa O:)"
99994360669679616,62322548,n,,,,,,
100004322699522049,337314484,n,,,,,,
99908341307944960,200202666,n,,,,,,
99721162417901568,42011653,n,,,,,,
99843241536528385,225255692,n,,,,,,
99891921425678336,86965190,y,self-disclosure,cyberbullying,n,victim,none,
100036585764040704,82970724,n,,,,,,
100048222055170048,16033567,n,,,,,,
99882931677442048,35621957,n,,,,,,
99844391736311808,62326243,n,,,,,,
99931001173704704,156748177,y,self-disclosure,other,y,bully,none,
100004570343804928,302187014,y,self-disclosure,other,y,victim,none,
99887680099323904,220294163,n,,,,,,
100024981043421184,64421942,n,,,,,,
100044913932111873,315313741,y,report,other,n,reporter,none,
100039725431271424,282806822,n,,,,,,
99736449032794112,103229974,n,,,,,,
100039684813623296,279248119,n,,,,,,
100059334486147072,53801768,n,,,,,,
99823461341470721,205521169,y,self-disclosure,other,n,bully,none,
99937396287733760,94912172,n,,,,,,
99885349811142656,107588732,n,,,,,,
99936026746818560,89042480,n,,,,,,
100004694629425153,231047813,y,denial,other,n,bully,none,
100021322775674880,281786498,y,report,other,n,reporter,pride,
99919828114079744,349039672,y,accusation,other,y,accuser,none,
99940899559178241,140291563,n,,,,,,
99951098625929216,28705659,n,,,,,,
99830790464086016,278253153,n,,,,,,
99889936764911616,303059730,n,,,,,,
99781774170800128,180312104,y,report,other,n,reporter,none,
100004295117774848,17635162,n,,,,,,
100068327686287361,64997180,y,report,other,n,reporter,none,
99747271683489793,14987054,y,self-disclosure,other,n,defender,none,
99861679692722177,193935417,n,,,,,,
99953413084811264,347770283,y,self-disclosure,other,n,victim,none,
99793569048563712,139752286,n,,,,,,#whatifazombie came on twitter and posted on @FleetingMoons timeline to stop posting stuff about himself and claims its bullying? Haha
99949067345469440,77133719,n,,,,,,"Gay Rights Petition: Stop Anti-Gay Bullying in Anoka-Hennepin, MN | Change.org: http://t.co/HBb4VCR via @addthis"
99918588521086978,254755017,n,,,,,,bulling não leva a lugar nenhum .
99862160498376705,33171019,y,self-disclosure,other,n,victim,none,"#BullyingIsForLOSERS ;) if you notice, the ones who bully are the most insecure and broken down. #StandUpToBullying"
99991696112222208,57405324,n,,,,,,Just gave a shit about bullying. Give a Shit at http://Give-a-Shit.org #giveashit
99923689381969920,73202311,n,,,,,,From @PoliticusUSA Christian Right Calls Al Franken a Liberal Bully for Exposing Their Big Li... http://bit.ly/phNeeh #p2 #du1 #njp #p2b
99932364767109122,108740292,n,,,,,,Follow News Reports Of #BrandonMcInerney Shooting Death Of #LarryKing Trial http://t.co/WgrutwF #Gay #GLBT #LGBT #Bullying #Murder
99972627837358080,70934538,n,,,,,,"ball, he's pretty good at that! & what he told the bully, is so true!' & im like 'o.0 you gay?'"
99964627387027456,324010343,n,,,,,,Dubs bullying Tyrone Cian O'Sullivan as sweeper having a stormer connolly untouchable #GAA
99781645263048704,66134103,y,report,other,n,reporter,none,Can help all those in workplace bullying situations to find a comfortable place to exist. http://www.equalityedge.org.uk
100067465911996417,151819500,n,,,,,,"INSOMNIA-P lease let me be,Why you being such a bully?I Refuse to let you be the Boss of me!! #Downs2ndS leepingPill#."
100035120190324736,316843661,n,,,,,,@ladygagaz :( bully
99910371846008832,37450513,y,report,other,n,reporter,none,@alorobb gente mas mesmo que vc seja gay ser beijado por uma loira não é bullying!!!
99956317082501120,220187399,n,,,,,,Tired of getting bullied? Every thought of beating up the bouncer? I hv the solution! Learn Krav Maga! Call me: 97269702 for more details.
100025125142925312,287816136,n,,,,,,"#WhenIWas13 there was no spell check, texting, or cyber bullying. And we called each other from our hard wired home phones."
99863656887631872,285940533,n,,,,,,Sergio Martinez â The Schoolyard Bullyâ¦ http://bit.ly/qrE4Qg
99895984913518592,21874289,y,report,other,n,reporter,none,"@TomasPano is a bully at work, but hates when you bully him back."
99784704621953024,14873788,n,,,,,,"Read my response to ""Quem mais sofre bullying: ( ) Loiras burras. ( ) Nerds. (X) O número “24” da chamada. ja…"": http://4ms.me/oGaz7D"
99873435546689536,299161189,n,,,,,,"BLOG: #Bullying, ¿un viejo fenómeno con nuevo nombre?   http://cnn.mx/e0001Q3"
99852832605347840,110538678,n,,,,,,"@honeydemetria JÁ DISSE QUE SOU EU NESSA FOTO, ISSO É BULLYING"
100003964111687680,191598380,y,report,other,n,reporter,none,"lmfaoo , is tonya bullying mary??"
99907588002562049,324933310,n,,,,,,Laughing at this Cyber Bully movie...
100026132874792960,108511683,n,,,,,,"@carouselcarouse --ive been seriously bullied in the past where people would treat me like a kid the same way, so it affects me a bit WOOPS"
99935793048600576,174526433,n,,,,,,Tell @MicheleBachmann: Denounce anti- #gay bullying in your district! http://t.co/iFOtlqh #lgbt #p2 #itgetsbetter
99941770900680704,59318464,n,,,,,,@Yellowwmustache someone bully me............ :'(
99916949202546688,334909220,y,self-disclosure,other,n,defender,none,@TIOCAPSLOCK BULLYING COM GENTE GORDAA!!!!
100010808922214400,65552796,y,accusation,other,n,accuser,anger,@Kirby_Leigh yes I know very good story line!! She did cause get bullied :-( #poorJessie
100064490162360320,329746713,n,,,,,,"No, it's not going down like that. I don't care who you are. I'm not gonna be bullied by you. I give you respect, and I deserve the same."
99954433684811776,47447228,n,,,,,,"@hayhenning good news, if i ever have a problem with a big mean bully, i know who to call!"
99939392528982016,16537302,y,report,other,n,reporter,none,@Just_Me_Boo probably best lol. How does your Bully bear up in the heat? I know the ones that come in the vets don't like it :-(
99869475909812225,18019112,n,,,,,,pratico bullying contra a china
100017921736192000,31147349,y,report,other,n,reporter,none,"@jennyzhy yea, I get bullied like always by those older kids."
100028818558955520,193377219,y,report,other,n,reporter,none,Oh em gee! Me bully?! Very incorrect I'm a sweetheart :)
99893339901538304,194444517,n,,,,,,"Surveys Show That  77%  of students are bullied mentally, verbally, & physically. #LetsEndALLBullying"
99773263722459136,159775428,n,,,,,,"Speaker at Tea party Rally:They made it about collective bargaining, it's about collective bullying.  We are not going to be bullied anymore"
100068622344523776,83993083,n,,,,,,BBC NEWS: wow the reporter is being bullied now .. No 'bully van' to save him EISHH
99972496773758976,104482394,y,report,other,n,reporter,none,Choc bully just eye candy http://bit.ly/qpO0UT
100056792842768384,348660676,n,,,,,,....my mommy is such a bully
100052185009762304,16033567,n,,,,,,isso é bullying. buuuuuuuuullying.
99885745271091200,254259066,n,,,,,,Just imagine having 2pac Shakur and Mike Tyson in a Park back then in 1992... Bully+Extortion
99999034743324672,54780637,y,self-disclosure,other,y,bully,none,hueon mi sobrino  me hace bullying
99924503068557313,322175080,n,,,,,,"@shafirarsknd aduh kasian bgt si tuh org di bully sama kita seharian walaupun orgnya gatau wkwk, pipit pasti seneng ga di bully lg haha"
100062457342590976,69049007,n,,,,,,AAAAAAAAAAAAAAAAAAAAAAH @fabiodiz VOOOLTA D: ISSO É BULLYING COM VOCÊÊ U-U  FabioeRenannoRaulGil
99979763829047296,341755204,y,report,other,n,reporter,none,"@aynat_ no hay necesida' me le pego a @bullysteria para ir a delta, verdad que puedo bully?"
99912914034630656,232578497,n,,,,,,@WildYetDivine she's just a little hater hypocrite. Her tweets were full of hate to anyone. It's called being a bully.
99849016057135104,342539774,y,report,other,n,reporter,none,Tell @MicheleBachmann: Denounce anti- #gay bullying in your district! http://t.co/DTaFvur #lgbt #p2 #itgetsbetter
99907129816776704,210971919,n,,,,,,Photo: Fell in love with whatever this monkey thing is. He was being bullied by the other monekeys who... http://tumblr.com/xqw3xsmkwo
99981873698193408,31337387,y,self-disclosure,other,n,victim,none,This Heat is a bully. I just got punk'd to turn up my A/C
100036096196489217,142045154,y,self-disclosure,other,n,victim,sadness,"@lukeakehurst real peace isn't built on fear, bullying and floating White elephants. I wish more MPs had signed"
99989696658157568,38740122,n,,,,,,@_yugimuto Isso não é a mais. Isso é BULLYING tá? Hahahahahahahaha :(
99950346499137536,46736779,y,accusation,other,n,accuser,none,@mieke14 is bullying me :'(
99989455569555457,337263652,y,report,other,n,reporter,none,"@momarazzi95 Respect to you and Zach. Bullying should never be tolerated in any form. Have a nice day, Kerry :)"
99924159911567360,20055898,n,,,,,,Phat sad lonely is how @reverunwisdom feels most of the time so he gets his kicks on here by bullying then uses his power offline 2pay flks
99809790770946049,273788244,n,,,,,,Forza milan! Bully inter ahahahaha
99949846311600128,341011102,y,report,other,n,reporter,empathy,"Se você tem problemas com bullying???

compre uma cafeteira    
SAHUSHUAHSU"
99989749913227264,222487393,y,report,other,n,reporter,none,RSVP HERE --&gt; (http://caltweet.com/sb5 ) - BEDROOM BULLY ReTweet Please
99913798625918976,131733821,y,report,other,n,reporter,none,I hate how Perez Hilton gets all these opportunities to do awesome stuff. Maybe I should bully people to the point where I get rewarded?
100000842337366016,82081848,y,report,other,n,reporter,none,@kenbarts hahaha bully ka talaga ehh noh..
99842839902552064,134708054,n,,,,,,Christian Right Calls Al Franken a Liberal Bully for Exposing Their Big Lie http://t.co/53A0OR7 via @politicususa
99894079227297792,204666849,n,,,,,,@tiagoodesouza Aham sei... e a parte que eu imploro no Clube que eu não quero que tirem fotos minhas? Olha o bullying! kkkkkkkkkkkk
100012922075480064,47357406,n,,,,,,O meu salário esta sofrendo bullying dos impostos.
99825128107552769,172629739,y,report,cyberbullying,n,reporter,none,@LuxoryClassy lol I'm not a bully man.
99735018036928512,241654118,n,,,,,,"""Tormented,"" a powerful piece by Charlotte Lunn, was inspired by years of bullying she experienced in school http://t.co/heaDCeZ"
100020436435353600,246433899,n,,,,,,"@pedroruminot @AlitaMillanir  100% de acuerdooo bullying a alita millanir, por no respetar la libertad a la critica"
99708519816761344,338008933,y,self-disclosure,other,n,victim,none,Why Workplace Bullying Should Be Legal http://dld.bz/abaEJ
99807956270456832,115541839,y,self-disclosure,other,y,bully,none,"yang sabar aja bully :)

keep smile aja,pasti mereka semua bakalan ngerasain apa yg gue rasain"
99998206292795392,46617877,y,report,other,n,reporter,none,
99797333453185025,317343342,n,,,,,,
99946005625176065,26151615,n,,,,,,
99867568956915712,152213046,y,self-disclosure,other,n,victim,none,
100000612481110016,236531330,y,self-disclosure,other,n,victim,none,
99930094776238081,340202453,y,self-disclosure,other,n,victim,none,
100050509133660160,97133745,n,,,,,,
100068508951511040,86060760,n,,,,,,
100046152333934592,190029832,n,,,,,,
99862568260210688,57684956,n,,,,,,
99976119759020032,168291572,y,report,other,n,reporter,none,
99744772163510272,33039522,n,,,,,,
100048677850193920,46708125,n,,,,,,
100006231720206336,96410174,n,,,,,,
100011574386896896,218117343,n,,,,,,
99770425202061312,110622819,y,denial,other,y,bully,none,
100010205265408000,160903358,n,,,,,,
99968195573710848,92645190,n,,,,,,
99998793046560769,224898215,y,denial,other,n,bully,none,
100046637430349824,27134944,n,,,,,,
99928474290110465,283029717,y,report,other,n,reporter,none,
99994970374680576,114052827,n,,,,,,
99917510589157376,213352256,y,report,other,n,reporter,none,
99998159148818432,349447484,n,,,,,,
99850181926846464,332106787,n,,,,,,
99960178044174336,21455081,n,,,,,,
100052289687007232,205521169,y,self-disclosure,other,n,victim,sadness,
99857535758110720,345287806,n,,,,,,
99970484996804608,91615623,n,,,,,,
100031259442548737,106778773,n,,,,,,
100050226752131072,60146028,n,,,,,,
99943946695868416,64849768,n,,,,,,
99780375273930752,97309437,y,self-disclosure,other,n,bully,none,"Di-bully atau tidak itu sebenarnya pilihan. Mau atau tidak, bisa nikmatin atau sebaliknya. Orang sehat, akan milih bahagia"
99753312605319169,40607612,n,,,,,,Please sign my twitition to stop bullying! http://t.co/PUtzF6y
99935116113092608,344868504,n,,,,,,"its easy for to some fuck say ""we all get bullied in school""  really ? get  grip and shut ur mouth because bullying isnt the word"
99954319998193664,228878650,n,,,,,,Me hacen bullying pq mi tía dijo mañana hay que hacer espinacas y yo le dije mi mamá las hace... Y se rieron de mi por mamona!
99924580747051008,167468311,y,denial,other,n,bully,none,The Bully at Work: What You Can Do to Stop the Hurt and Reclaim Your Dignity on the Job http://dlvr.it/bn8wZ
99895785033965568,60176519,n,,,,,,"@nurmannurman #kasian ""@STANers2010:  #ClassAward Temen sekelas kalian yang sering di-bully .......... #MentionKe #IsiTitikTitik"""
99715667028217856,335040429,y,self-disclosure,other,n,victim,none,With flaaash uno and bully..finna smoke
99942572398608384,115596724,y,self-disclosure,other,n,victim,none,@iikidzmom  Not the fault of the bullied - yours is another example - it's the fault of firm.
99966641751863296,321486596,n,,,,,,"@BigandBashy ""Bedroom Bully"" Mix Cd By @GappyRanks - #FreeDungloadLink : http://bit.ly/npG8EB - ☑ http://yfrog.com/khpu6tkj"
99852035071029248,222412934,n,,,,,,Diga não ao Bullying !
99923630812692480,156748177,y,accusation,other,y,accuser,none,AVAILABLE FOR ADOPTION! Bully ~~ Available English Bulldog for Adoption in Chicago IL: Image: http://i897.photob... http://bit.ly/nULpEa
99965686541074433,220234135,y,self-disclosure,other,n,victim,none,@ArleneBC si hombre hay q volverlo a hacer bully!!!!!
100021339431243776,295893071,n,,,,,,@Guss_Gorgeous you tried to bully the little girl with the picnik picture but I didn't let you
99941714327912448,319216514,y,denial,other,n,bully,none,@MsShaunRobinson: “Nvr be bullied in2 silence. Nvr allow urself 2 be made a victim. Dnt accept any1's definition of ur life; define urself.”
99994529603653634,86249364,n,,,,,,@renanaugusto fiiiiiiiiiiiiizeram bullying com voce amor IUHAUIHUAHAIUHIUAHAIUHAIUHA
99931932653137920,213478678,n,,,,,,"@pablo_zuniga no es bullying, es la verdad!"
99926995990888448,336060823,n,,,,,,siapa yang pernah di bully sama ade kelasnya? #persil
99931509624029185,303414590,n,,,,,,"Hoje, 17 adolescentes vão tirar suas próprias vidas, devido ao bullying. - › Reblog se você se importa. › ›... http://tumblr.com/x0m3xjpybi"
99913820159492096,196258059,n,,,,,,@carolynnicolexo :O Im not a bully!
100047699897880576,255054119,y,denial,other,y,bully,none,@FUCKWITMEtylee it does suck... Ibeen getting bullied my whole life
99991414682824705,332657463,y,self-disclosure,other,n,bully,none,@1RocioBlanco about bullying! :(
99956835750121472,306803026,n,,,,,,stop bullying #noh8
99996545025458176,100097401,n,,,,,,"@Laynees_A_Loser I know xD I am not a bully, you are the bullly :P Don't make me go all Destrey on you xD"
100022216883847168,61880796,y,report,other,n,reporter,none,sou motivo de risos neste momento... qdo eu era criança sofria bullying... eu era agredida pelas empregadas da casa ehehe
99868219409575936,77992894,n,,,,,,@leogarnier @marijo1979 el bullying es un estilo de vida que debe atacarse desde edades tempranas ...
99895542309593088,86798846,y,self-disclosure,other,n,bully,pride,"Hoje, 17 adolescentes vão tirar suas próprias vidas, devido ao bullying. - › Reblog se você se importa. › ›... http://tumblr.com/xvd3xjlicb"
99824412034998272,60040515,n,,,,,,"@JacksonMark13 please Ck us out www.hbhliveapparel.com Sending out a positive messg ""Live""Health Awareness,stop,gang,drug abuse,bullying ect"
99862785365786626,252767735,n,,,,,,"@TonyCDKelly ""Bedroom Bully"" Mix Cd By @GappyRanks - #FreeDungloadLink : http://bit.ly/npG8EB - ☑ http://yfrog.com/khpu6tkj"
100019631040892930,166301313,y,self-disclosure,other,n,defender,none,"@SefKombo ""Bedroom Bully"" Mix Cd By @GappyRanks - #FreeDungloadLink : http://bit.ly/npG8EB - ☑ http://yfrog.com/khpu6tkj"
99799869367132160,333612879,n,,,,,,"acabei de assistir o filme #Bullying muito bom msm, mas muito triste tbm!!!!"
99860903926824960,240709896,n,,,,,,#WhenIWas13 sad memory. I was bullied and i cried a lot :s
99921423107235840,201467185,n,,,,,,"Lol. I'm about to call the cyber bully hotline, & report all yall Twitter names. Beef on that."
99991317593071616,70457685,n,,,,,,I feel like a big bully but I'm only 5'5 so how can soo much anger exist in me.??
99779981827252224,95598966,y,report,other,n,reporter,none,Met the funniest girl ever tonight. To laugh at. Is that bullying? Idk but she was funny
99965349209964544,313454046,n,,,,,,"@positivegunner brilliant yes,but not all round maybe....midfield getting bullied though"
99973795212828672,71951803,n,,,,,,@Zipman1000 bus fare home!! #bully
99940896031784960,287894687,y,report,other,n,reporter,none,"#wheniwas13 i used to bully my sister @_hakoona_matata , and i still love to do dat !!"
99924500015099904,90081906,n,,,,,,SOFRU MOITO BULLING AKI NA COMUNIDADI PQ SO A UNICA COCOTA DI CABELU LISU =/
99916148245659648,196258059,n,,,,,,@Taylor_Tot91 @marvintodd901 really I just wanna bully you
99953117944233984,171746339,n,,,,,,@Beto_MtzOrtiz siguele siguele!!! Pero hoy abra bullying para ti!!
99989264560955392,122469306,n,,,,,,"@El_Universal_Mx en cuanto le sigan dando propaganda en las novelas, revistas, radios y películas, nunca se erradicará #bullying"
99899965589045248,57220344,n,,,,,,anjir gw masih di bully =)) hahaha bae lah santei we :D
99821504249868288,236755141,n,,,,,,Bully van now on fire!
99931038310080513,62511140,n,,,,,,@jeff_gluck He is a damn big bully
100012966690295808,42469858,n,,,,,,"#WhenIwas13 I was talked about, laughed at, bullied & once jumped."
99947777152393216,238204604,n,,,,,,can @IMPACTWRESTLING have a one hour pre show hosted by @ShowtimeEY and Bully Ray please?
99866842570571776,86890296,n,,,,,,na real sofro bullying por ter uma geladeira na sala mas ta de boa
99773745350193152,22586525,n,,,,,,"@momarazzi95 well I actually just heard about it today and I'm still not even sure what it was about, I didn't know it was bullying someone"
99866438503890944,18769169,n,,,,,,@BullenFootball good luck bully for the new season. A gent who works so hard deserves to succeed. Always a legend to the owls fans.
99892506535276544,15240195,y,report,other,n,reporter,none,Have you been #bullied & not sure how to handle it Maybe you dnt know who you can talk to We now have teen mentors avail http://t.co/rSpGLac
99917141070979072,124306389,n,,,,,,@SimonJCLeBON I have a pit bull & the cats bully her (pun intended) Shes a big loaf!
99716074752323584,288019916,n,,,,,,"@ateudadepressao Não é bullying se ele for cristão e diz ""fato""."
99761062882181120,26170804,n,,,,,,*a random bully appears* me: :) ohai. I shall just be nice to you until you go away. #Tumblrproblems
99917831847682048,323296561,n,,,,,,#Itreallymakesmemad when people bully others.
99962082375634945,258445854,n,,,,,,to moh feliz e chega o bullying que coisa odeio quem foge da verdade
99783767178219520,348983841,n,,,,,,I hate seeing people get bullied.If I could I'd help anyone out there.no one deserves to be judged for who they are
99897162137214977,309658897,n,,,,,,
99727164127191040,84760000,y,self-disclosure,other,n,victim,sadness,
99822077695111169,69495469,n,,,,,,
100000535247208448,56187504,n,,,,,,
99874904299683840,301541302,n,,,,,,
99946921422098432,32255096,y,cyberbullying,other,n,bully,none,
100066844173545472,187209666,y,accusation,other,n,accuser,none,
99920856184131585,276068373,n,,,,,,
100065009094246400,341308516,n,,,,,,
99862784979894272,264010765,n,,,,,,
99875953114759168,186453407,n,,,,,,
99965820578443264,41765182,n,,,,,,
99985144991055872,329344697,n,,,,,,
100056662018232320,237571636,y,self-disclosure,other,n,bully,anger,
99772037509296128,145663074,n,,,,,,
99912608609599489,77487226,n,,,,,,
99943464388657152,15408512,n,,,,,,
99998481195859968,114022651,n,,,,,,
100017132787605505,207231205,n,,,,,,
100004102263676928,51763097,n,,,,,,
99960489030844416,63978059,n,,,,,,
100059834526867456,328248623,y,self-disclosure,other,n,victim,sadness,
100040107087765504,322401688,n,,,,,,
99926796111314944,233927642,y,self-disclosure,other,n,victim,none,
100009923835994112,23759562,n,,,,,,
99745970476154880,151315625,y,self-disclosure,verbal,n,victim,none,
99792438608134144,141248438,n,,,,,,
100006674391236608,46514292,n,,,,,,
100015352292978689,27388152,y,report,cyberbullying,y,reporter,none,
99849913235542016,209902908,n,,,,,,
99755276361670656,258623346,n,,,,,,
99907001949241344,259332713,y,report,other,n,reporter,none,
100065757483909120,73685759,n,,,,,,
100026190949122048,99647869,n,,,,,,
100047927065579520,53823010,n,,,,,,
99799224463532032,128487812,y,report,cyberbullying,n,reporter,none,
100011526278217728,78057280,y,accusation,other,y,accuser,none,
99725162974425088,110600761,y,denial,other,n,bully,none,
100038199497326594,165765821,y,self-disclosure,other,n,bully,none,
99892796781101056,308762158,n,,,,,,
99829525944336385,310388587,n,,,,,,
100043446403858433,95340262,y,self-disclosure,other,n,victim,none,HMD learned that from my brother & bully smh bad influences @ChimmyChimmyPOW  & @Planet__Marss
99870243148677120,81734747,n,,,,,,This nigga @Adonis_Abstract just tried to bully me for my Mucho Mango Arizona
99719503407099905,41713499,n,,,,,,Tell @MicheleBachmann: Denounce anti- #gay bullying in your district! http://t.co/vYu6jbD #lgbt #p2 #itgetsbetter
99871453066960896,156957224,n,,,,,,Não é bullying se eu jogar um vaso na sua cabeça e fingir que estava brincando de floricultura.
99878312024866816,59789916,y,denial,other,n,bully,none,Faço bullying mesmo so mau.
99941595624910849,238745933,n,,,,,,Facebook page of New England Bully Breed  Join them on SAT all breeds welcome . See everything here  &gt; http://on.fb.me/lqGjYh
99907403939717121,114359822,y,report,other,n,reporter,none,"@6ft8_Dwarf someone in my hometown i managed to bully into spending time with me lol.  It starts at 8, i thought that was quite late"
99887222693703681,179108873,n,,,,,,"@hidhiddy Oh ye ke? Itu bukan bully, tu gurau :D"
100039884877742080,103560673,y,self-disclosure,other,n,victim,none,"Best pick up line? Hi, you're cute... ?: I love how people call James Potter is a bully. - mypatronusisyou: http://tumblr.com/xol3xl14zy"
100009549972516864,201819186,n,,,,,,My dog is a bully smh
99908576016994304,331103672,n,,,,,,#BackInTheDay i use to bully the bigger kids that always fucked with my homies back in Kindergarten
99973883901386752,293209232,n,,,,,,"@Isra350z Y me trata de ""feli"" por internet, esto es cyber bullying! ( @Sinonda @camiblabla )"
100066373979471872,146833137,n,,,,,,BULLYING THE CHUBBY COUPLE DAMN FUN LEH :D
99867327964790785,70918796,y,self-disclosure,other,y,bully,none,"@xonas Antes eu achava um certo bullying, mas hoje encaro como ~desafio~ haha"
99999100690378752,210568007,n,,,,,,@caritojd_ en realidad eso es bulling :/ jaja
99729151698808832,98690579,y,self-disclosure,other,n,victim,none,#Itreallymakesmemad When people think its cool to bully others just to make them look good. #NotCool
100024685546319872,190029832,y,report,other,n,reporter,sadness,@kelios @Deanie_24 @samjacklover  Uhm... No it's not their job. No one is there to be a bully.
99956797779099648,77597014,n,,,,,,@iainlee go and tell them to stop being a pair of bully's!
99850768923893761,227921576,n,,,,,,"@anggarasuwahju oits... Siapp, blm lengkap. Hak untuk berinformasi, berekspresi dan berpendapat, tanpa harus takut di-bully grup hardliner."
99909025205989376,206899842,n,,,,,,@EmilyOsment i love your new movie cyber bully
99998735521685505,252628055,n,,,,,,What would it take for you to stand up to a bully? Have you ever fought someone? http://t.co/skYuEMS via @WokeInParadise
99867999921635328,92991312,n,,,,,,@PauloAPanucci  hauhaua eu nem vi... hauhuha vou apagar hauha bullying total hauhauha
99780268390498304,267556319,y,accusation,other,y,accuser,none,"Dou um empurrão em uma pessoa, isso se chama : - › empurrão. › › SOCIEDADE: bullying! http://tumblr.com/xcd3xxekyx"
100025977186426881,107811646,n,,,,,,"Minha tia disse que meu cabelo tá parecendo uma vulva cabeluda, mel dels. para bullying."
99980070160052224,35833082,y,self-disclosure,other,n,victim,anger,"17 adolescentes por dia tiram suas próprias vidas, devido ao bullying. - › Reblog se você se importa. › › []... http://tumblr.com/xih3xsheeg"
99983588711350272,282827297,y,report,other,n,reporter,none,#Itreallymakesmemad when I see someone get bullied.
99847945091952640,201724400,n,,,,,,#Canada News: And the saga of official bullying #bilingualism continues.  #english #french #francophone... http://fb.me/IN05q1AJ
99968686831579136,57506588,n,,,,,,¿Por qué alguien a quien yo claramente le haría bullying cada dos segundos querría conocerme?
99957197856976896,74878865,y,self-disclosure,other,n,victim,sadness,Bullying Prevention Being Taken More Seriously as Students Prepare ...: Bullying Prevention Programww1.prweb.com... http://bit.ly/oAVO9P
100059580817608704,89649940,n,,,,,,"Disney Channel (VL), NL DUB, 1035-1045 (watching Phineas and Ferb, The Bully Code S02E31) http://gomiso.com/r/8uEv"
99970393087025152,19026262,n,,,,,,‘Anti-gay bullying’ group tied to Obama admin awarded  government grant : http://t.co/UUcAc8a  #gay #Obama
99757495643414528,124003770,n,,,,,,@StevieJBee I know :( and this is called cyber bullying
99829582403878912,190572847,n,,,,,,@_lellie  EU COMENTENDO BULLING CONTRA VC? onde? quando? cadê?
100027133858021378,135764429,n,,,,,,Akhirnya tuhan menjawab doa gw. ˆ⌣ˆ dan skrng gw jg spa yg fitnah gw. @melimelloy jngan u bully ya anaknya kshan ˆ⌣ˆ
99871625574494208,153212714,n,,,,,,@Lakeside_ why are you and @IzienTheFreak bullying me this evening..the SI unit of evil ? That's a tad much :(
99875037888262144,212655590,n,,,,,,"Dulu aku di bully, d pukul, d tendang , skrg giliran liat adik yg d gtuin bwahahahahaha"
99928754557689856,135684302,y,self-disclosure,other,n,victim,none,"Michelle ( Heartless Bitch) Bachman WON'T Sign Anti-bullying law Cause She Doesn't want 2 ""turn boys in2 girls"" WTF ?@ChrisLarson82"
